Pressure_db,Temperature_C,Fluorescence_mg_m3,BeamAttenuation_1_m,PAR,Oxygen_umol_L,Salinity_PSU,SigmaT_kg_m3,Oxygen_umol_kg,Depth_m,PotentialTemp_C,Nitrate_uM
21.118,27.9098,0.0486,0.0883,140.65,203.062,35.2855,22.6404,198.92,21.0,27.9049,-1.3997525730892633
22.124,27.7098,0.0552,0.0808,133.7,204.999,35.3072,22.722,199.078,22.0,27.7047,-1.8293333027878385
23.129,27.4407,0.0504,0.0863,123.26,205.466,35.3428,22.836,199.745,23.0,27.4354,-1.405412747288338
24.135,27.1933,0.0644,0.0853,112.53,205.491,35.3982,22.9576,202.634,24.0,27.1877,-1.5448785380253678
25.141,26.9593,0.0748,0.0855,95.206,205.927,35.4471,23.0695,202.609,25.0,26.9535,-1.293496000734216
26.147,26.5705,0.1042,0.0905,93.185,207.584,35.4951,23.2293,202.181,26.0,26.5646,-1.4696729079122104
27.152,26.0304,0.1442,0.0972,80.447,212.16,35.5357,23.4297,200.547,27.0,26.0244,-2.0807086312986875
28.158,25.3754,0.1825,0.1053,83.428,211.749,35.5878,23.6723,197.102,28.0,25.3692,-2.28222400330298
29.164,24.8449,0.203,0.1186,60.654,211.648,35.6172,23.8567,188.562,29.0,24.8386,-2.060289306966772
30.169,24.2151,0.2325,0.1227,65.97,207.234,35.6704,24.0867,187.981,30.0,24.2087,-1.3764758131519277
31.175,23.6697,0.3449,0.1351,62.376,201.12,35.6811,24.2566,186.932,31.0,23.6632,-1.712022399494852
32.181,23.4296,0.3218,0.1451,54.422,195.223,35.6989,24.3407,182.095,32.0,23.4229,-1.4658361049314512
33.187,23.2722,0.3454,0.1511,49.856,192.919,35.7108,24.3957,175.862,33.0,23.2653,-0.3619603009241225
34.193,22.9579,0.4236,0.1582,43.294,189.316,35.7162,24.491,174.607,34.0,22.951,-0.9859898312466309
35.198,22.589,0.6234,0.1624,40.194,185.599,35.7226,24.6019,173.699,35.0,22.5819,-0.7997102110592862
36.204,22.3055,1.0609,0.1738,35.884,181.227,35.7423,24.6978,166.448,36.0,22.2982,-0.36050717770284924
37.209,22.0592,1.3456,0.1919,32.512,180.027,35.7601,24.781,154.147,37.0,22.0518,1.4022635953912248
38.215,21.7849,1.2609,0.2383,28.116,177.722,35.7731,24.8678,153.388,38.0,21.7773,1.262530784690651
39.221,21.5183,1.1676,0.2423,25.247,171.313,35.7661,24.9367,158.727,39.0,21.5106,0.47903149057330996
40.227,21.2935,1.0095,0.2241,21.429,155.9,35.7967,25.0222,160.082,40.0,21.2858,1.4536493603330038
41.233,21.1365,0.9134,0.2043,20.046,159.539,35.8454,25.1025,154.746,41.0,21.1285,0.629744472097903
42.238,21.055,0.8506,0.1733,16.328,165.943,35.8534,25.131,144.96,42.0,21.0469,1.0614662937232782
43.244,20.8855,0.7972,0.151,15.74,165.433,35.8346,25.1629,139.801,43.0,20.8773,2.848259980891621
44.25,20.6481,0.6886,0.1462,15.534,159.65,35.8125,25.2105,137.778,44.0,20.6397,3.7346308638471486
45.256,20.5079,0.595,0.1724,11.732,149.03,35.8115,25.2476,137.252,45.0,20.4993,4.116791254737304
46.262,20.4142,0.592,0.1158,11.653,143.797,35.8043,25.2673,135.401,46.0,20.4055,2.409724701410861
47.267,20.3647,0.5687,0.1069,10.914,140.563,35.8035,25.28,129.806,47.0,20.3558,4.833010463284399
48.273,20.2731,0.5326,0.1052,10.048,140.212,35.799,25.3011,125.122,48.0,20.2641,2.748810598500921
49.279,20.1367,0.4896,0.1064,8.5214,138.212,35.7987,25.3373,124.554,49.0,20.1276,4.786667398260102
50.285,19.8646,0.5177,0.1002,7.9584,133.401,35.7812,25.396,123.96,50.0,19.8553,5.422353703458249
51.29,19.7549,0.4843,0.1025,6.2444,127.226,35.791,25.4324,123.363,51.0,19.7455,6.411691591660949
52.296,19.728,0.4661,0.1058,4.404,127.312,35.7881,25.4373,122.858,52.0,19.7184,5.752356920951986
53.302,19.7148,0.4396,0.106,6.2051,126.421,35.7881,25.4408,122.611,53.0,19.705,7.2509224435972826
54.308,19.7076,0.4364,0.1112,5.2497,126.201,35.7877,25.4424,122.271,54.0,19.6977,6.945118319841055
55.314,19.6991,0.4681,0.1089,4.4462,125.954,35.7861,25.4435,122.288,55.0,19.6889,7.8983713821005255
56.32,19.6909,0.455,0.1109,4.9398,125.25,35.7854,25.4452,121.916,56.0,19.6805,7.818270786906025
57.326,19.6708,0.4528,0.1116,4.4801,125.464,35.7841,25.4495,121.407,57.0,19.6603,7.978469050219691
58.332,19.6533,0.4124,0.115,3.8515,124.999,35.7846,25.4545,121.246,58.0,19.6427,8.04885173403329
59.337,19.6163,0.4844,0.1249,3.9792,124.535,35.7839,25.4637,122.954,59.0,19.6054,7.932706935123043
