Pressure_db,Temperature_C,Fluorescence_mg_m3,BeamAttenuation_1_m,PAR,Oxygen_umol_L,Salinity_PSU,SigmaT_kg_m3,Oxygen_umol_kg,Depth_m,PotentialTemp_C,Nitrate_uM
55.314,18.8447,0.1693,0.0723,2.1742,107.95,35.7983,25.6737,102.887,55.0,18.8349,11.820505708076979
56.32,18.7616,0.1461,0.0719,2.001,107.659,35.7971,25.694,102.611,56.0,18.7517,11.888164504004635
57.326,18.6794,0.131,0.0671,1.8864,106.353,35.7951,25.7134,102.2,57.0,18.6693,12.204250367864041
58.331,18.6147,0.1046,0.0652,1.5497,105.267,35.794,25.7289,102.135,58.0,18.6045,12.194154681797691
59.338,18.5566,0.1222,0.0659,1.7406,105.345,35.7968,25.7458,102.179,59.0,18.5462,12.312518633303839
60.343,18.5519,0.1142,0.0645,1.5168,104.852,35.7968,25.7471,102.118,60.0,18.5413,12.372308267575727
61.349,18.5505,0.117,0.0642,1.4491,104.852,35.7963,25.7471,101.886,61.0,18.5398,12.123560546438844
62.355,18.5472,0.1211,0.0638,1.2616,104.8,35.7953,25.7473,101.343,62.0,18.5362,12.75313821197553
63.361,18.5263,0.1092,0.0639,1.2553,104.787,35.7942,25.7517,101.202,63.0,18.5152,12.299062606345146
64.367,18.4866,0.1049,0.0634,1.1826,104.438,35.7931,25.7609,101.122,64.0,18.4753,12.488587839972421
65.373,18.464,0.0989,0.0613,0.99936,103.791,35.7934,25.7668,101.285,65.0,18.4526,12.478388131656093
66.378,18.452,0.0971,0.0609,0.90673,103.895,35.7928,25.7695,101.255,66.0,18.4403,12.492104209429781
67.384,18.4493,0.1095,0.0606,0.96379,103.71,35.794,25.7711,101.229,67.0,18.4375,12.40891315585316
68.39,18.4496,0.0999,0.0599,0.85078,103.838,35.794,25.771,101.202,68.0,18.4377,12.200872495053932
69.396,18.4462,0.1016,0.0601,0.79074,103.887,35.7941,25.772,101.087,69.0,18.4341,12.37163438440613
70.402,18.4285,0.0916,0.0601,0.76008,103.889,35.7937,25.7762,100.828,70.0,18.4162,12.654595309501508
71.408,18.4164,0.1123,0.0593,0.73207,103.817,35.7948,25.7802,100.817,71.0,18.4039,13.070365815501097
72.414,18.3982,0.112,0.0602,0.51807,103.857,35.7935,25.7838,100.802,72.0,18.3856,12.533417671562585
73.42,18.3809,0.0811,0.0598,0.63445,103.449,35.7957,25.7899,100.666,73.0,18.3681,12.583788082003528
74.426,18.3674,0.0882,0.0612,0.58225,103.524,35.796,25.7936,100.644,74.0,18.3544,12.829759719698894
75.432,18.3508,0.1087,0.0621,0.52823,103.351,35.7965,25.7981,100.739,75.0,18.3377,12.594514982544917
76.438,18.3422,0.0775,0.0659,0.52588,103.312,35.7972,25.8008,100.634,76.0,18.3289,12.913965504804853
77.444,18.333,0.0778,0.0722,0.41822,103.301,35.7973,25.8033,100.7,77.0,18.3195,12.869621268782808
78.45,18.3188,0.0783,0.0744,0.44612,103.372,35.7974,25.807,100.587,78.0,18.3051,12.47695990301941
79.455,18.314,0.0713,0.0744,0.36991,103.27,35.7979,25.8086,100.623,79.0,18.3002,12.79123297774292
80.461,18.309,0.0822,0.0782,0.36474,103.384,35.7982,25.8101,100.67,80.0,18.295,12.565469720699813
81.467,18.3046,0.0788,0.0793,0.34024,103.183,35.7981,25.8112,100.632,81.0,18.2904,12.9981842022538
82.474,18.3061,0.0798,0.0796,0.32167,103.327,35.7982,25.8109,100.64,82.0,18.2918,12.851201686173207
83.479,18.3067,0.0708,0.0794,0.24596,103.32,35.7982,25.8108,100.658,83.0,18.2921,12.91394614881404
84.485,18.3074,0.0829,0.0797,0.25727,103.261,35.7976,25.8102,100.615,84.0,18.2927,12.73642662135715
85.491,18.307,0.0613,0.0792,0.27252,103.268,35.7977,25.8105,100.549,85.0,18.2921,12.500877623739967
86.497,18.3062,0.0625,0.0787,0.23515,103.287,35.7977,25.8107,100.631,86.0,18.2911,12.452216030674432
87.503,18.3024,0.0817,0.0809,0.22393,103.228,35.7978,25.8117,100.526,87.0,18.2872,12.5488723031921
88.509,18.2997,0.0727,0.0821,0.17462,103.175,35.798,25.8126,100.45,88.0,18.2843,12.503851864496328
89.515,18.2988,0.0734,0.0869,0.16658,103.251,35.7981,25.813,100.495,89.0,18.2832,13.162549200290965
90.521,18.2976,0.0677,0.0885,0.15246,103.128,35.798,25.8133,100.56,90.0,18.2819,12.583289564350437
91.528,18.2979,0.0841,0.0917,0.13725,103.077,35.7979,25.8132,96.875,91.0,18.2819,12.49468437325325
92.533,18.3137,0.094,0.0955,0.12623,102.607,35.6257,25.6774,96.147,92.0,18.2976,12.72419143340209
