config_stem,config_suffix,config_file,config_size_kb,config_date_modified,config_source
19-8460,.xmlcon,C:\Users\OA_2023-03\Projects\ctd_pipeline_v2\ctd\cruises\P45_06\Instrument_Calibration_Files\19-8460.xmlcon,6.34,2026-04-09T21:33:08,USER_SUPPLIED_XMLCON
