cast_id,role,candidate,exists,size_bytes,looks_like_valid_seabird_config,reason,preview_first_words
P45_06_CTD_04,work_config_file,C:\Users\OA_2023-03\Projects\ctd_pipeline_v2\ctd\_sbe_work\raw\P45_06_CTD_04\19-8460.xmlcon,True,6492,True,"passed lightweight validation; matched markers: sbe_instrumentconfiguration, instrumentconfiguration, sensorarray, calibrationcoefficients, sea-bird","<?xml version=""1.0"" encoding=""UTF-8""?> <SBE_InstrumentConfiguration SB_ConfigCTD_FileVersion=""7.26.4.0"" > <Instrument Type=""11"" > <Name>SBE 19plus V2 Seacat CTD</Name> <PressureSensorType>1</PressureSensorType> <ExternalVoltageChannels>3</ExternalVol"
P45_06_CTD_04,command_config_file,C:\Users\OA_2023-03\Projects\ctd_pipeline_v2\ctd\cruises\P45_06\Instrument_Calibration_Files\19-8460.xmlcon,True,6492,True,"passed lightweight validation; matched markers: sbe_instrumentconfiguration, instrumentconfiguration, sensorarray, calibrationcoefficients, sea-bird","<?xml version=""1.0"" encoding=""UTF-8""?> <SBE_InstrumentConfiguration SB_ConfigCTD_FileVersion=""7.26.4.0"" > <Instrument Type=""11"" > <Name>SBE 19plus V2 Seacat CTD</Name> <PressureSensorType>1</PressureSensorType> <ExternalVoltageChannels>3</ExternalVol"
P45_06_CTD_05,source_config_file,C:\Users\OA_2023-03\Projects\ctd_pipeline_v2\ctd\cruises\P45_06\Instrument_Calibration_Files\19-8460.xmlcon,True,6492,True,"passed lightweight validation; matched markers: sbe_instrumentconfiguration, instrumentconfiguration, sensorarray, calibrationcoefficients, sea-bird","<?xml version=""1.0"" encoding=""UTF-8""?> <SBE_InstrumentConfiguration SB_ConfigCTD_FileVersion=""7.26.4.0"" > <Instrument Type=""11"" > <Name>SBE 19plus V2 Seacat CTD</Name> <PressureSensorType>1</PressureSensorType> <ExternalVoltageChannels>3</ExternalVol"
P45_06_CTD_05,work_config_file,C:\Users\OA_2023-03\Projects\ctd_pipeline_v2\ctd\_sbe_work\raw\P45_06_CTD_05\19-8460.xmlcon,True,6492,True,"passed lightweight validation; matched markers: sbe_instrumentconfiguration, instrumentconfiguration, sensorarray, calibrationcoefficients, sea-bird","<?xml version=""1.0"" encoding=""UTF-8""?> <SBE_InstrumentConfiguration SB_ConfigCTD_FileVersion=""7.26.4.0"" > <Instrument Type=""11"" > <Name>SBE 19plus V2 Seacat CTD</Name> <PressureSensorType>1</PressureSensorType> <ExternalVoltageChannels>3</ExternalVol"
P45_06_CTD_05,command_config_file,C:\Users\OA_2023-03\Projects\ctd_pipeline_v2\ctd\cruises\P45_06\Instrument_Calibration_Files\19-8460.xmlcon,True,6492,True,"passed lightweight validation; matched markers: sbe_instrumentconfiguration, instrumentconfiguration, sensorarray, calibrationcoefficients, sea-bird","<?xml version=""1.0"" encoding=""UTF-8""?> <SBE_InstrumentConfiguration SB_ConfigCTD_FileVersion=""7.26.4.0"" > <Instrument Type=""11"" > <Name>SBE 19plus V2 Seacat CTD</Name> <PressureSensorType>1</PressureSensorType> <ExternalVoltageChannels>3</ExternalVol"
P45_06_CTD_06,source_config_file,C:\Users\OA_2023-03\Projects\ctd_pipeline_v2\ctd\cruises\P45_06\Instrument_Calibration_Files\19-8460.xmlcon,True,6492,True,"passed lightweight validation; matched markers: sbe_instrumentconfiguration, instrumentconfiguration, sensorarray, calibrationcoefficients, sea-bird","<?xml version=""1.0"" encoding=""UTF-8""?> <SBE_InstrumentConfiguration SB_ConfigCTD_FileVersion=""7.26.4.0"" > <Instrument Type=""11"" > <Name>SBE 19plus V2 Seacat CTD</Name> <PressureSensorType>1</PressureSensorType> <ExternalVoltageChannels>3</ExternalVol"
P45_06_CTD_06,work_config_file,C:\Users\OA_2023-03\Projects\ctd_pipeline_v2\ctd\_sbe_work\raw\P45_06_CTD_06\19-8460.xmlcon,True,6492,True,"passed lightweight validation; matched markers: sbe_instrumentconfiguration, instrumentconfiguration, sensorarray, calibrationcoefficients, sea-bird","<?xml version=""1.0"" encoding=""UTF-8""?> <SBE_InstrumentConfiguration SB_ConfigCTD_FileVersion=""7.26.4.0"" > <Instrument Type=""11"" > <Name>SBE 19plus V2 Seacat CTD</Name> <PressureSensorType>1</PressureSensorType> <ExternalVoltageChannels>3</ExternalVol"
P45_06_CTD_06,command_config_file,C:\Users\OA_2023-03\Projects\ctd_pipeline_v2\ctd\cruises\P45_06\Instrument_Calibration_Files\19-8460.xmlcon,True,6492,True,"passed lightweight validation; matched markers: sbe_instrumentconfiguration, instrumentconfiguration, sensorarray, calibrationcoefficients, sea-bird","<?xml version=""1.0"" encoding=""UTF-8""?> <SBE_InstrumentConfiguration SB_ConfigCTD_FileVersion=""7.26.4.0"" > <Instrument Type=""11"" > <Name>SBE 19plus V2 Seacat CTD</Name> <PressureSensorType>1</PressureSensorType> <ExternalVoltageChannels>3</ExternalVol"
P45_06_CTD_07,source_config_file,C:\Users\OA_2023-03\Projects\ctd_pipeline_v2\ctd\cruises\P45_06\Instrument_Calibration_Files\19-8460.xmlcon,True,6492,True,"passed lightweight validation; matched markers: sbe_instrumentconfiguration, instrumentconfiguration, sensorarray, calibrationcoefficients, sea-bird","<?xml version=""1.0"" encoding=""UTF-8""?> <SBE_InstrumentConfiguration SB_ConfigCTD_FileVersion=""7.26.4.0"" > <Instrument Type=""11"" > <Name>SBE 19plus V2 Seacat CTD</Name> <PressureSensorType>1</PressureSensorType> <ExternalVoltageChannels>3</ExternalVol"
P45_06_CTD_07,work_config_file,C:\Users\OA_2023-03\Projects\ctd_pipeline_v2\ctd\_sbe_work\raw\P45_06_CTD_07\19-8460.xmlcon,True,6492,True,"passed lightweight validation; matched markers: sbe_instrumentconfiguration, instrumentconfiguration, sensorarray, calibrationcoefficients, sea-bird","<?xml version=""1.0"" encoding=""UTF-8""?> <SBE_InstrumentConfiguration SB_ConfigCTD_FileVersion=""7.26.4.0"" > <Instrument Type=""11"" > <Name>SBE 19plus V2 Seacat CTD</Name> <PressureSensorType>1</PressureSensorType> <ExternalVoltageChannels>3</ExternalVol"
P45_06_CTD_07,command_config_file,C:\Users\OA_2023-03\Projects\ctd_pipeline_v2\ctd\cruises\P45_06\Instrument_Calibration_Files\19-8460.xmlcon,True,6492,True,"passed lightweight validation; matched markers: sbe_instrumentconfiguration, instrumentconfiguration, sensorarray, calibrationcoefficients, sea-bird","<?xml version=""1.0"" encoding=""UTF-8""?> <SBE_InstrumentConfiguration SB_ConfigCTD_FileVersion=""7.26.4.0"" > <Instrument Type=""11"" > <Name>SBE 19plus V2 Seacat CTD</Name> <PressureSensorType>1</PressureSensorType> <ExternalVoltageChannels>3</ExternalVol"
P45_06_CTD_08,source_config_file,C:\Users\OA_2023-03\Projects\ctd_pipeline_v2\ctd\cruises\P45_06\Instrument_Calibration_Files\19-8460.xmlcon,True,6492,True,"passed lightweight validation; matched markers: sbe_instrumentconfiguration, instrumentconfiguration, sensorarray, calibrationcoefficients, sea-bird","<?xml version=""1.0"" encoding=""UTF-8""?> <SBE_InstrumentConfiguration SB_ConfigCTD_FileVersion=""7.26.4.0"" > <Instrument Type=""11"" > <Name>SBE 19plus V2 Seacat CTD</Name> <PressureSensorType>1</PressureSensorType> <ExternalVoltageChannels>3</ExternalVol"
P45_06_CTD_08,work_config_file,C:\Users\OA_2023-03\Projects\ctd_pipeline_v2\ctd\_sbe_work\raw\P45_06_CTD_08\19-8460.xmlcon,True,6492,True,"passed lightweight validation; matched markers: sbe_instrumentconfiguration, instrumentconfiguration, sensorarray, calibrationcoefficients, sea-bird","<?xml version=""1.0"" encoding=""UTF-8""?> <SBE_InstrumentConfiguration SB_ConfigCTD_FileVersion=""7.26.4.0"" > <Instrument Type=""11"" > <Name>SBE 19plus V2 Seacat CTD</Name> <PressureSensorType>1</PressureSensorType> <ExternalVoltageChannels>3</ExternalVol"
P45_06_CTD_08,command_config_file,C:\Users\OA_2023-03\Projects\ctd_pipeline_v2\ctd\cruises\P45_06\Instrument_Calibration_Files\19-8460.xmlcon,True,6492,True,"passed lightweight validation; matched markers: sbe_instrumentconfiguration, instrumentconfiguration, sensorarray, calibrationcoefficients, sea-bird","<?xml version=""1.0"" encoding=""UTF-8""?> <SBE_InstrumentConfiguration SB_ConfigCTD_FileVersion=""7.26.4.0"" > <Instrument Type=""11"" > <Name>SBE 19plus V2 Seacat CTD</Name> <PressureSensorType>1</PressureSensorType> <ExternalVoltageChannels>3</ExternalVol"
P45_06_CTD_09,source_config_file,C:\Users\OA_2023-03\Projects\ctd_pipeline_v2\ctd\cruises\P45_06\Instrument_Calibration_Files\19-8460.xmlcon,True,6492,True,"passed lightweight validation; matched markers: sbe_instrumentconfiguration, instrumentconfiguration, sensorarray, calibrationcoefficients, sea-bird","<?xml version=""1.0"" encoding=""UTF-8""?> <SBE_InstrumentConfiguration SB_ConfigCTD_FileVersion=""7.26.4.0"" > <Instrument Type=""11"" > <Name>SBE 19plus V2 Seacat CTD</Name> <PressureSensorType>1</PressureSensorType> <ExternalVoltageChannels>3</ExternalVol"
P45_06_CTD_09,work_config_file,C:\Users\OA_2023-03\Projects\ctd_pipeline_v2\ctd\_sbe_work\raw\P45_06_CTD_09\19-8460.xmlcon,True,6492,True,"passed lightweight validation; matched markers: sbe_instrumentconfiguration, instrumentconfiguration, sensorarray, calibrationcoefficients, sea-bird","<?xml version=""1.0"" encoding=""UTF-8""?> <SBE_InstrumentConfiguration SB_ConfigCTD_FileVersion=""7.26.4.0"" > <Instrument Type=""11"" > <Name>SBE 19plus V2 Seacat CTD</Name> <PressureSensorType>1</PressureSensorType> <ExternalVoltageChannels>3</ExternalVol"
P45_06_CTD_09,command_config_file,C:\Users\OA_2023-03\Projects\ctd_pipeline_v2\ctd\cruises\P45_06\Instrument_Calibration_Files\19-8460.xmlcon,True,6492,True,"passed lightweight validation; matched markers: sbe_instrumentconfiguration, instrumentconfiguration, sensorarray, calibrationcoefficients, sea-bird","<?xml version=""1.0"" encoding=""UTF-8""?> <SBE_InstrumentConfiguration SB_ConfigCTD_FileVersion=""7.26.4.0"" > <Instrument Type=""11"" > <Name>SBE 19plus V2 Seacat CTD</Name> <PressureSensorType>1</PressureSensorType> <ExternalVoltageChannels>3</ExternalVol"
P45_06_CTD_10,source_config_file,C:\Users\OA_2023-03\Projects\ctd_pipeline_v2\ctd\cruises\P45_06\Instrument_Calibration_Files\19-8460.xmlcon,True,6492,True,"passed lightweight validation; matched markers: sbe_instrumentconfiguration, instrumentconfiguration, sensorarray, calibrationcoefficients, sea-bird","<?xml version=""1.0"" encoding=""UTF-8""?> <SBE_InstrumentConfiguration SB_ConfigCTD_FileVersion=""7.26.4.0"" > <Instrument Type=""11"" > <Name>SBE 19plus V2 Seacat CTD</Name> <PressureSensorType>1</PressureSensorType> <ExternalVoltageChannels>3</ExternalVol"
P45_06_CTD_10,work_config_file,C:\Users\OA_2023-03\Projects\ctd_pipeline_v2\ctd\_sbe_work\raw\P45_06_CTD_10\19-8460.xmlcon,True,6492,True,"passed lightweight validation; matched markers: sbe_instrumentconfiguration, instrumentconfiguration, sensorarray, calibrationcoefficients, sea-bird","<?xml version=""1.0"" encoding=""UTF-8""?> <SBE_InstrumentConfiguration SB_ConfigCTD_FileVersion=""7.26.4.0"" > <Instrument Type=""11"" > <Name>SBE 19plus V2 Seacat CTD</Name> <PressureSensorType>1</PressureSensorType> <ExternalVoltageChannels>3</ExternalVol"
P45_06_CTD_10,command_config_file,C:\Users\OA_2023-03\Projects\ctd_pipeline_v2\ctd\cruises\P45_06\Instrument_Calibration_Files\19-8460.xmlcon,True,6492,True,"passed lightweight validation; matched markers: sbe_instrumentconfiguration, instrumentconfiguration, sensorarray, calibrationcoefficients, sea-bird","<?xml version=""1.0"" encoding=""UTF-8""?> <SBE_InstrumentConfiguration SB_ConfigCTD_FileVersion=""7.26.4.0"" > <Instrument Type=""11"" > <Name>SBE 19plus V2 Seacat CTD</Name> <PressureSensorType>1</PressureSensorType> <ExternalVoltageChannels>3</ExternalVol"
P45_06_CTD_11,source_config_file,C:\Users\OA_2023-03\Projects\ctd_pipeline_v2\ctd\cruises\P45_06\Instrument_Calibration_Files\19-8460.xmlcon,True,6492,True,"passed lightweight validation; matched markers: sbe_instrumentconfiguration, instrumentconfiguration, sensorarray, calibrationcoefficients, sea-bird","<?xml version=""1.0"" encoding=""UTF-8""?> <SBE_InstrumentConfiguration SB_ConfigCTD_FileVersion=""7.26.4.0"" > <Instrument Type=""11"" > <Name>SBE 19plus V2 Seacat CTD</Name> <PressureSensorType>1</PressureSensorType> <ExternalVoltageChannels>3</ExternalVol"
P45_06_CTD_11,work_config_file,C:\Users\OA_2023-03\Projects\ctd_pipeline_v2\ctd\_sbe_work\raw\P45_06_CTD_11\19-8460.xmlcon,True,6492,True,"passed lightweight validation; matched markers: sbe_instrumentconfiguration, instrumentconfiguration, sensorarray, calibrationcoefficients, sea-bird","<?xml version=""1.0"" encoding=""UTF-8""?> <SBE_InstrumentConfiguration SB_ConfigCTD_FileVersion=""7.26.4.0"" > <Instrument Type=""11"" > <Name>SBE 19plus V2 Seacat CTD</Name> <PressureSensorType>1</PressureSensorType> <ExternalVoltageChannels>3</ExternalVol"
P45_06_CTD_11,command_config_file,C:\Users\OA_2023-03\Projects\ctd_pipeline_v2\ctd\cruises\P45_06\Instrument_Calibration_Files\19-8460.xmlcon,True,6492,True,"passed lightweight validation; matched markers: sbe_instrumentconfiguration, instrumentconfiguration, sensorarray, calibrationcoefficients, sea-bird","<?xml version=""1.0"" encoding=""UTF-8""?> <SBE_InstrumentConfiguration SB_ConfigCTD_FileVersion=""7.26.4.0"" > <Instrument Type=""11"" > <Name>SBE 19plus V2 Seacat CTD</Name> <PressureSensorType>1</PressureSensorType> <ExternalVoltageChannels>3</ExternalVol"
